timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
22224578,3932170,3932170,4259850,0,0,0.09490695,0.094906814,0.0,0.0,3932170,3932170,4325386,0,0,0.004324426,0.0043244255,0.0,0.0,1,0,0,0,1,0,0,0
22229571,3932170,3932170,4259850,0,0,0.09497781,0.09497769,0.0,0.0,3932170,3932170,4325386,0,0,0.004710838,0.004710838,0.0,0.0,1,0,0,0,1,0,0,0
22429218,3932170,3932170,4259850,0,0,0.09980481,0.099804774,0.0,0.0,3932170,3932170,4325386,0,0,0.0047175996,0.0047175996,0.0,0.0,1,0,0,0,1,0,0,0
22623885,3932170,3932170,4259850,0,0,0.09275021,0.09275013,0.0,0.0,3932170,3932170,4325386,0,0,0.003500638,0.003500638,0.0,0.0,1,0,0,0,1,0,0,0
22823556,3932170,3932170,4259850,0,0,0.11493576,0.11493585,0.0,0.0,3932170,3932170,4325386,0,0,0.0021269633,0.002126963,0.0,0.0,1,0,0,0,1,0,0,0
23028205,3932170,3932170,4259850,0,0,0.13105671,0.13105682,0.0,0.0,3932170,3932170,4325386,0,0,0.004127088,0.0041270885,0.0,0.0,1,0,0,0,1,0,0,0
23227923,3932170,3932170,4259850,0,0,0.13244958,0.13244972,0.0,0.0,3932170,3932170,4325386,0,0,0.0036323802,0.00363238,0.0,0.0,1,0,0,0,1,0,0,0
23427552,3932170,3932170,4259850,0,0,0.1019962,0.10199633,0.0,0.0,3932170,3932170,4325386,0,0,0.0055366177,0.005536618,0.0,0.0,1,0,0,0,1,0,0,0
23627218,3932170,3932170,4259850,0,0,0.09928075,0.09928074,0.0,0.0,3932170,3932170,4325386,0,0,0.0018480375,0.0018480388,0.0,0.0,1,0,0,0,1,0,0,0
23826931,3932170,3932170,4259850,0,0,0.073938146,0.07393825,0.0,0.0,3932170,3932170,4325386,0,0,0.008761722,0.0087617235,0.0,0.0,1,0,0,0,1,0,0,0
24026600,3932170,3932170,4259850,0,0,0.08313806,0.08313804,0.0,0.0,3932170,3932170,4325386,0,0,0.0037007853,0.0037007837,0.0,0.0,1,0,0,0,1,0,0,0
24226314,3932170,3932170,4259850,0,0,0.08765445,0.08765434,0.0,0.0,3932170,3932170,4325386,0,0,0.0038728102,0.0038728102,0.0,0.0,1,0,0,0,1,0,0,0
24430939,3932170,3932170,4259850,0,0,0.081185125,0.08118522,0.0,0.0,3932170,3932170,4325386,0,0,0.0041567846,0.004156784,0.0,0.0,1,0,0,0,1,0,0,0
24630658,3932170,3932170,4259850,0,0,0.105338305,0.10533838,0.0,0.0,3932170,3932170,4325386,0,0,0.0033793,0.0033793,0.0,0.0,1,0,0,0,1,0,0,0
24830279,3932170,3932170,4259850,0,0,0.094526134,0.094526194,0.0,0.0,3932170,3932170,4325386,0,0,0.0043765754,0.0043765744,0.0,0.0,1,0,0,0,1,0,0,0
25024953,3932170,3932170,4259850,0,0,0.08082794,0.080828175,0.0,0.0,3932170,3932170,4325386,0,0,0.003707693,0.003707693,0.0,0.0,1,0,0,0,1,0,0,0
25224636,3932170,3932170,4259850,0,0,0.12890223,0.1289023,0.0,0.0,3932170,3932170,4325386,0,0,0.003913682,0.003913682,0.0,0.0,1,0,0,0,1,0,0,0
25424250,3932170,3932170,4259850,0,0,0.10134829,0.101348355,0.0,0.0,3932170,3932170,4325386,0,0,0.004437985,0.0044379854,0.0,0.0,1,0,0,0,1,0,0,0
25623917,3932170,3932170,4259850,0,0,0.15570982,0.15570977,0.0,0.0,3932170,3932170,4325386,0,0,0.0041832994,0.0041833003,0.0,0.0,1,0,0,0,1,0,0,0
25823656,3932170,3932170,4259850,0,0,0.101376295,0.101376384,0.0,0.0,3932170,3932170,4325386,0,0,0.004762868,0.004762868,0.0,0.0,1,0,0,0,1,0,0,0
26028268,3932170,3932170,4259850,0,0,0.08376891,0.08376899,0.0,0.0,3932170,3932170,4325386,0,0,0.00446465,0.0044646496,0.0,0.0,1,0,0,0,1,0,0,0
26227926,3932170,3932170,4259850,0,0,0.10172856,0.10172844,0.0,0.0,3932170,3932170,4325386,0,0,0.004972003,0.0049720034,0.0,0.0,1,0,0,0,1,0,0,0
26427638,3932170,3932170,4259850,0,0,0.07339294,0.0733929,0.0,0.0,3932170,3932170,4325386,0,0,0.0047211223,0.0047211223,0.0,0.0,1,0,0,0,1,0,0,0
26627268,3932170,3932170,4259850,0,0,0.07123171,0.07123178,0.0,0.0,3932170,3932170,4325386,0,0,0.0050078034,0.005007804,0.0,0.0,1,0,0,0,1,0,0,0
26826936,3932170,3932170,4259850,0,0,0.09588095,0.09588092,0.0,0.0,3932170,3932170,4325386,0,0,0.0056384425,0.0056384406,0.0,0.0,1,0,0,0,1,0,0,0
27026715,3932170,3932170,4259850,0,0,0.09886573,0.09886567,0.0,0.0,3932170,3932170,4325386,0,0,0.0052028005,0.005202802,0.0,0.0,1,0,0,0,1,0,0,0
27231277,3932170,3932170,4259850,0,0,0.103839405,0.103839405,0.0,0.0,3932170,3932170,4325386,0,0,0.0046841535,0.0046841544,0.0,0.0,1,0,0,0,1,0,0,0
27426001,3932170,3932170,4259850,0,0,0.1305529,0.13055287,0.0,0.0,3932170,3932170,4325386,0,0,0.004130295,0.004130295,0.0,0.0,1,0,0,0,1,0,0,0
27625668,3932170,3932170,4259850,0,0,0.10661659,0.106616706,0.0,0.0,3932170,3932170,4325386,0,0,0.004292613,0.004292613,0.0,0.0,1,0,0,0,1,0,0,0
27825340,3932170,3932170,4259850,0,0,0.09852433,0.09852444,0.0,0.0,3932170,3932170,4325386,0,0,0.0038157208,0.0038157213,0.0,0.0,1,0,0,0,1,0,0,0
28025019,3932170,3932170,4259850,0,0,0.056421313,0.0564213,0.0,0.0,3932170,3932170,4325386,0,0,0.004009082,0.004009082,0.0,0.0,1,0,0,0,1,0,0,0
28224640,3932170,3932170,4259850,0,0,0.055848423,0.05584842,0.0,0.0,3932170,3932170,4325386,0,0,0.003954329,0.0039543295,0.0,0.0,1,0,0,0,1,0,0,0
28424315,3932170,3932170,4259850,0,0,0.08215233,0.082152456,0.0,0.0,3932170,3932170,4325386,0,0,0.0040050265,0.004005027,0.0,0.0,1,0,0,0,1,0,0,0
28623979,3932170,3932170,4259850,0,0,0.09756788,0.09756778,0.0,0.0,3932170,3932170,4325386,0,0,0.003945611,0.003945611,0.0,0.0,1,0,0,0,1,0,0,0
28828658,3932170,3932170,4259850,0,0,0.08377201,0.08377199,0.0,0.0,3932170,3932170,4325386,0,0,0.0038931945,0.0038931947,0.0,0.0,1,0,0,0,1,0,0,0
29028323,3932170,3932170,4259850,0,0,0.110337414,0.11033742,0.0,0.0,3932170,3932170,4325386,0,0,0.0035996956,0.0035996968,0.0,0.0,1,0,0,0,1,0,0,0
29228042,3932170,3932170,4259850,0,0,0.13490687,0.13490687,0.0,0.0,3932170,3932170,4325386,0,0,0.0039528846,0.003952885,0.0,0.0,1,0,0,0,1,0,0,0
29427706,3932170,3932170,4259850,0,0,0.10651777,0.10651795,0.0,0.0,3932170,3932170,4325386,0,0,0.0048004193,0.0048004193,0.0,0.0,1,0,0,0,1,0,0,0
29627339,3932170,3932170,4259850,0,0,0.12956902,0.12956925,0.0,0.0,3932170,3932170,4325386,0,0,0.0049011977,0.0049011977,0.0,0.0,1,0,0,0,1,0,0,0
29827009,3932170,3932170,4259850,0,0,0.06993519,0.069935285,0.0,0.0,3932170,3932170,4325386,0,0,0.004594495,0.0045944937,0.0,0.0,1,0,0,0,1,0,0,0
30026712,3932170,3932170,4259850,0,0,0.09018887,0.09018889,0.0,0.0,3932170,3932170,4325386,0,0,0.004237092,0.004237092,0.0,0.0,1,0,0,0,1,0,0,0
30231354,3932170,3932170,4259850,0,0,0.0834785,0.08347854,0.0,0.0,3932170,3932170,4325386,0,0,0.0038447373,0.003844737,0.0,0.0,1,0,0,0,1,0,0,0
30426114,3932170,3932170,4259850,0,0,0.080943555,0.08094353,0.0,0.0,3932170,3932170,4325386,0,0,0.004419292,0.004419292,0.0,0.0,1,0,0,0,1,0,0,0
30625752,3932170,3932170,4259850,0,0,0.08861349,0.08861347,0.0,0.0,3932170,3932170,4325386,0,0,0.0038348618,0.0038348616,0.0,0.0,1,0,0,0,1,0,0,0
30825409,3932170,3932170,4259850,0,0,0.092078514,0.09207851,0.0,0.0,3932170,3932170,4325386,0,0,0.0047990032,0.0047990032,0.0,0.0,1,0,0,0,1,0,0,0
31025099,3932170,3932170,4259850,0,0,0.10970768,0.10970782,0.0,0.0,3932170,3932170,4325386,0,0,0.005196298,0.0051962975,0.0,0.0,1,0,0,0,1,0,0,0
31224773,3932170,3932170,4259850,0,0,0.16502373,0.16502386,0.0,0.0,3932170,3932170,4325386,0,0,0.0043809297,0.0043809297,0.0,0.0,1,0,0,0,1,0,0,0
31429453,3932170,3932170,4259850,0,0,0.10207672,0.10207662,0.0,0.0,3932170,3932170,4325386,0,0,0.0038684024,0.0038684024,0.0,0.0,1,0,0,0,1,0,0,0
31629154,3932170,3932170,4259850,0,0,0.11875911,0.11875909,0.0,0.0,3932170,3932170,4325386,0,0,0.005168649,0.005168649,0.0,0.0,1,0,0,0,1,0,0,0
31823747,3932170,3932170,4259850,0,0,0.06331845,0.063318506,0.0,0.0,3932170,3932170,4325386,0,0,0.0039901403,0.0039901407,0.0,0.0,1,0,0,0,1,0,0,0
32028457,3932170,3932170,4259850,0,0,0.10702749,0.10702751,0.0,0.0,3932170,3932170,4325386,0,0,0.003601887,0.0036018866,0.0,0.0,1,0,0,0,1,0,0,0
32228080,3932170,3932170,4259850,0,0,0.14860359,0.14860357,0.0,0.0,3932170,3932170,4325386,0,0,0.0044165645,0.004416565,0.0,0.0,1,0,0,0,1,0,0,0
32427742,3932170,3932170,4259850,0,0,0.13363035,0.13363038,0.0,0.0,3932170,3932170,4325386,0,0,0.0034482498,0.0034482502,0.0,0.0,1,0,0,0,1,0,0,0
32627473,3932170,3932170,4259850,0,0,0.10525486,0.10525474,0.0,0.0,3932170,3932170,4325386,0,0,0.0038971342,0.0038971333,0.0,0.0,1,0,0,0,1,0,0,0
32827134,3932170,3932170,4259850,0,0,0.109062865,0.109062895,0.0,0.0,3932170,3932170,4325386,0,0,0.0037114471,0.0037114462,0.0,0.0,1,0,0,0,1,0,0,0
33031768,3932170,3932170,4259850,0,0,0.084050395,0.08405039,0.0,0.0,3932170,3932170,4325386,0,0,0.003677132,0.0036771323,0.0,0.0,1,0,0,0,1,0,0,0
33226443,3932170,3932170,4259850,0,0,0.1300204,0.13002044,0.0,0.0,3932170,3932170,4325386,0,0,0.003894775,0.0038947759,0.0,0.0,1,0,0,0,1,0,0,0
33426160,3932170,3932170,4259850,0,0,0.10300362,0.103003584,0.0,0.0,3932170,3932170,4325386,0,0,0.003601546,0.0036015462,0.0,0.0,1,0,0,0,1,0,0,0
33625874,3932170,3932170,4259850,0,0,0.106430866,0.10643086,0.0,0.0,3932170,3932170,4325386,0,0,0.0038550321,0.0038550314,0.0,0.0,1,0,0,0,1,0,0,0
33825546,3932170,3932170,4259850,0,0,0.09577311,0.09577307,0.0,0.0,3932170,3932170,4325386,0,0,0.0033349632,0.0033349635,0.0,0.0,1,0,0,0,1,0,0,0
34025211,3932170,3932170,4259850,0,0,0.07674855,0.07674843,0.0,0.0,3932170,3932170,4325386,0,0,0.0033869261,0.0033869261,0.0,0.0,1,0,0,0,1,0,0,0
34229863,3932170,3932170,4259850,0,0,0.097910896,0.09791078,0.0,0.0,3932170,3932170,4325386,0,0,0.0039478126,0.0039478126,0.0,0.0,1,0,0,0,1,0,0,0
34429553,3932170,3932170,4259850,0,0,0.09170639,0.09170653,0.0,0.0,3932170,3932170,4325386,0,0,0.0034015323,0.003401532,0.0,0.0,1,0,0,0,1,0,0,0
34629191,3932170,3932170,4259850,0,0,0.09953309,0.09953326,0.0,0.0,3932170,3932170,4325386,0,0,0.003594018,0.003594018,0.0,0.0,1,0,0,0,1,0,0,0
34828850,3932170,3932170,4259850,0,0,0.09244667,0.09244675,0.0,0.0,3932170,3932170,4325386,0,0,0.003624849,0.003624849,0.0,0.0,1,0,0,0,1,0,0,0
35028495,3932170,3932170,4259850,0,0,0.098355174,0.09835529,0.0,0.0,3932170,3932170,4325386,0,0,0.004328512,0.0043285126,0.0,0.0,1,0,0,0,1,0,0,0
35228226,3932170,3932170,4259850,0,0,0.066375285,0.06637531,0.0,0.0,3932170,3932170,4325386,0,0,0.0027382863,0.0027382858,0.0,0.0,1,0,0,0,1,0,0,0
35427885,3932170,3932170,4259850,0,0,0.09428577,0.094285816,0.0,0.0,3932170,3932170,4325386,0,0,0.0047878837,0.0047878833,0.0,0.0,1,0,0,0,1,0,0,0
35627524,3932170,3932170,4259850,0,0,0.08096625,0.08096627,0.0,0.0,3932170,3932170,4325386,0,0,0.0039355736,0.003935573,0.0,0.0,1,0,0,0,1,0,0,0
35827189,3932170,3932170,4259850,0,0,0.08833005,0.08833004,0.0,0.0,3932170,3932170,4325386,0,0,0.00518796,0.005187959,0.0,0.0,1,0,0,0,1,0,0,0
36026865,3932170,3932170,4259850,0,0,0.08181063,0.08181062,0.0,0.0,3932170,3932170,4325386,0,0,0.0024403187,0.0024403192,0.0,0.0,1,0,0,0,1,0,0,0
36226575,3932170,3932170,4259850,0,0,0.07907986,0.07907987,0.0,0.0,3932170,3932170,4325386,0,0,0.004136427,0.004136427,0.0,0.0,1,0,0,0,1,0,0,0
36426260,3932170,3932170,4259850,0,0,0.11402272,0.11402263,0.0,0.0,3932170,3932170,4325386,0,0,0.0035754554,0.0035754566,0.0,0.0,1,0,0,0,1,0,0,0
36626007,3932170,3932170,4259850,0,0,0.10142048,0.10142051,0.0,0.0,3932170,3932170,4325386,0,0,0.0039234413,0.003923441,0.0,0.0,1,0,0,0,1,0,0,0
36825602,3932170,3932170,4259850,0,0,0.11401354,0.11401346,0.0,0.0,3932170,3932170,4325386,0,0,0.004211557,0.004211556,0.0,0.0,1,0,0,0,1,0,0,0
37025321,3932170,3932170,4259850,0,0,0.075543895,0.07554386,0.0,0.0,3932170,3932170,4325386,0,0,0.0018734498,0.0018734494,0.0,0.0,1,0,0,0,1,0,0,0
37229907,3932170,3932170,4259850,0,0,0.08027525,0.08027532,0.0,0.0,3932170,3932170,4325386,0,0,0.0037965092,0.0037965088,0.0,0.0,1,0,0,0,1,0,0,0
37429627,3932170,3932170,4259850,0,0,0.092283994,0.0922841,0.0,0.0,3932170,3932170,4325386,0,0,0.0033819678,0.0033819675,0.0,0.0,1,0,0,0,1,0,0,0
37629343,3932170,3932170,4259850,0,0,0.12303742,0.1230375,0.0,0.0,3932170,3932170,4325386,0,0,0.0040054535,0.004005453,0.0,0.0,1,0,0,0,1,0,0,0
37828974,3932170,3932170,4259850,0,0,0.11611262,0.11611269,0.0,0.0,3932170,3932170,4325386,0,0,0.0052045155,0.0052045155,0.0,0.0,1,0,0,0,1,0,0,0
38028668,3932170,3932170,4259850,0,0,0.10252491,0.10252483,0.0,0.0,3932170,3932170,4325386,0,0,0.0037526332,0.0037526323,0.0,0.0,1,0,0,0,1,0,0,0
38228280,3932170,3932170,4259850,0,0,0.09790807,0.09790809,0.0,0.0,3932170,3932170,4325386,0,0,0.0031519653,0.0031519663,0.0,0.0,1,0,0,0,1,0,0,0
38427950,3932170,3932170,4259850,0,0,0.10061442,0.10061452,0.0,0.0,3932170,3932170,4325386,0,0,0.0033164136,0.0033164145,0.0,0.0,1,0,0,0,1,0,0,0
38627673,3932170,3932170,4259850,0,0,0.07147713,0.071476996,0.0,0.0,3932170,3932170,4325386,0,0,0.002190459,0.0021904598,0.0,0.0,1,0,0,0,1,0,0,0
38827352,3932170,3932170,4259850,0,0,0.08020882,0.080208786,0.0,0.0,3932170,3932170,4325386,0,0,0.0041248812,0.004124883,0.0,0.0,1,0,0,0,1,0,0,0
39026977,3932170,3932170,4259850,0,0,0.10229359,0.10229351,0.0,0.0,3932170,3932170,4325386,0,0,0.0031501849,0.0031501846,0.0,0.0,1,0,0,0,1,0,0,0
39226658,3932170,3932170,4259850,0,0,0.104349546,0.10434954,0.0,0.0,3932170,3932170,4325386,0,0,0.0040438157,0.0040438157,0.0,0.0,1,0,0,0,1,0,0,0
39426324,3932170,3932170,4259850,0,0,0.135022,0.13502203,0.0,0.0,3932170,3932170,4325386,0,0,0.0048674513,0.0048674513,0.0,0.0,1,0,0,0,1,0,0,0
39625993,3932170,3932170,4259850,0,0,0.12145308,0.121453285,0.0,0.0,3932170,3932170,4325386,0,0,0.0034901188,0.0034901188,0.0,0.0,1,0,0,0,1,0,0,0
39825858,3932170,3932170,4259850,0,0,0.12484699,0.12484693,0.0,0.0,3932170,3932170,4325386,0,0,0.002818916,0.002818916,0.0,0.0,1,0,0,0,1,0,0,0
40030341,3932170,3932170,4259850,0,0,0.13083103,0.13083096,0.0,0.0,3932170,3932170,4325386,0,0,0.0042611375,0.0042611375,0.0,0.0,1,0,0,0,1,0,0,0
40230107,3932170,3932170,4259850,0,0,0.07520449,0.07520438,0.0,0.0,3932170,3932170,4325386,0,0,0.0046504056,0.0046504047,0.0,0.0,1,0,0,0,1,0,0,0
40429758,3932170,3932170,4259850,0,0,0.07923065,0.07923069,0.0,0.0,3932170,3932170,4325386,0,0,0.0034014399,0.0034014399,0.0,0.0,1,0,0,0,1,0,0,0
40624390,3932170,3932170,4259850,0,0,0.12175839,0.12175837,0.0,0.0,3932170,3932170,4325386,0,0,0.0026171962,0.0026171966,0.0,0.0,1,0,0,0,1,0,0,0
40824047,3932170,3932170,4259850,0,0,0.09338912,0.0933891,0.0,0.0,3932170,3932170,4325386,0,0,0.0031909596,0.0031909586,0.0,0.0,1,0,0,0,1,0,0,0
41023759,3932170,3932170,4259850,0,0,0.116255425,0.11625529,0.0,0.0,3932170,3932170,4325386,0,0,0.0042032716,0.004203272,0.0,0.0,1,0,0,0,1,0,0,0
41228452,3932170,3932170,4259850,0,0,0.051428955,0.051428974,0.0,0.0,3932170,3932170,4325386,0,0,0.0031039324,0.003103932,0.0,0.0,1,0,0,0,1,0,0,0
41428108,3932170,3932170,4259850,0,0,0.087802544,0.08780256,0.0,0.0,3932170,3932170,4325386,0,0,0.003186113,0.0031861127,0.0,0.0,1,0,0,0,1,0,0,0
41627793,3932170,3932170,4259850,0,0,0.093270175,0.093270175,0.0,0.0,3932170,3932170,4325386,0,0,0.0031002336,0.0031002334,0.0,0.0,1,0,0,0,1,0,0,0
41827486,3932170,3932170,4259850,0,0,0.09889504,0.098895155,0.0,0.0,3932170,3932170,4325386,0,0,0.0035797472,0.0035797472,0.0,0.0,1,0,0,0,1,0,0,0
42027092,3932170,3932170,4259850,0,0,0.10217946,0.102179274,0.0,0.0,3932170,3932170,4325386,0,0,0.004534959,0.0045349584,0.0,0.0,1,0,0,0,1,0,0,0
42226827,3932170,3932170,4259850,0,0,0.15155305,0.15155317,0.0,0.0,3932170,3932170,4325386,0,0,0.0029287015,0.002928701,0.0,0.0,1,0,0,0,1,0,0,0
42426546,3932170,3932170,4259850,0,0,0.08528999,0.085289985,0.0,0.0,3932170,3932170,4325386,0,0,0.0026754076,0.0026754073,0.0,0.0,1,0,0,0,1,0,0,0
42631129,3932170,3932170,4259850,0,0,0.08908996,0.08908989,0.0,0.0,3932170,3932170,4325386,0,0,0.003579868,0.0035798673,0.0,0.0,1,0,0,0,1,0,0,0
42825807,3932170,3932170,4259850,0,0,0.101902984,0.101903096,0.0,0.0,3932170,3932170,4325386,0,0,0.0037403787,0.0037403787,0.0,0.0,1,0,0,0,1,0,0,0
43030485,3932170,3932170,4259850,0,0,0.0978724,0.09787234,0.0,0.0,3932170,3932170,4325386,0,0,0.0024364055,0.0024364046,0.0,0.0,1,0,0,0,1,0,0,0
43225197,3932170,3932170,4259850,0,0,0.08834226,0.08834233,0.0,0.0,3932170,3932170,4325386,0,0,0.0027388502,0.002738849,0.0,0.0,1,0,0,0,1,0,0,0
43424880,3932170,3932170,4259850,0,0,0.078830115,0.07882989,0.0,0.0,3932170,3932170,4325386,0,0,0.0044476404,0.004447641,0.0,0.0,1,0,0,0,1,0,0,0
43624562,3932170,3932170,4259850,0,0,0.07126873,0.0712686,0.0,0.0,3932170,3932170,4325386,0,0,0.0020137802,0.00201378,0.0,0.0,1,0,0,0,1,0,0,0
