timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
294537238,102.0,101.84204,101,170,5160,6144,0,3,232
299541606,256.0039,42.625275,111,170,5011,6144,0,3,232
301543608,324.0,40.459938,113,170,3383,6144,0,3,232
303545604,390.0,38.961365,115,170,3920,6144,0,3,232
304546608,420.0,38.14395,117,170,6141,6144,0,3,232
305547627,456.0,37.962227,117,170,3729,6144,0,3,232
307549606,522.0,37.248684,120,170,3592,6144,0,3,232
308550637,552.0,36.763363,122,170,6141,6144,0,3,232
309552062,588.0,36.71243,122,170,3118,6144,0,3,232
310552609,618.0,36.316795,124,170,6140,6144,0,3,232
312554608,654.0,34.38681,132,170,6129,6144,0,3,232
313556140,690.0,34.464756,134,170,92,6144,0,3,232
314556645,719.97363,34.25028,136,170,151,6144,0,3,232
315557992,750.0,34.05638,136,170,3033,6144,0,3,232
316558760,784.7217,34.084145,137,170,377,6144,0,3,232
317561519,816.0,33.963444,140,170,148,6144,0,3,232
318564104,846.0,33.80158,140,170,2714,6144,0,3,232
319565136,880.47656,33.82617,141,170,427,6144,0,3,232
320566381,912.0,33.739426,143,170,199,6144,0,3,232
321567103,942.0,33.605152,145,170,367,6144,0,3,232
322568223,972.0,33.47968,147,170,286,6144,0,3,232
323569413,1002.0,33.362495,149,170,252,6144,0,3,232
324570752,1032.0,33.25271,150,170,379,6144,0,3,232
325571212,1062.0,33.1507,151,170,476,6144,0,3,232
326572172,1092.0,33.054367,153,170,297,6144,0,3,232
327573102,1122.0,32.963726,155,170,287,6144,0,3,232
328574116,1152.0,32.878185,157,170,422,6144,0,3,232
329575119,1182.0,32.79741,159,170,355,6144,0,3,232
330576097,1212.0,32.72102,161,170,465,6144,0,3,232
331577145,1242.0,32.648594,164,170,451,6144,0,3,232
332578146,1272.0,32.579918,166,170,501,6144,0,3,232
333579131,1302.0,32.514683,169,170,504,6144,0,3,232
334580165,1332.0,32.4526,171,170,493,6144,0,3,232
335581337,1362.0,32.393364,173,170,603,6144,0,3,232
336582127,1392.0,32.33717,174,170,661,6144,0,3,232
337583639,1422.0,32.283,175,170,350,6144,0,3,232
338584137,1452.0,32.231964,177,170,508,6144,0,3,232
339585560,1482.0,32.1825,180,170,611,6144,0,3,232
340586106,1512.0,32.135742,182,170,724,6144,0,3,232
341587183,1542.0,32.090572,184,170,756,6144,0,3,232
342588152,1572.0,32.04732,186,170,758,6144,0,3,232
343589354,1602.0,32.00565,188,170,943,6144,0,3,232
344590599,1632.0,31.965582,190,170,995,6144,0,3,232
345591822,1662.0,31.92707,192,170,945,6144,0,3,232
346592131,1692.0,31.890566,195,170,862,6144,0,3,232
347593098,1722.0,31.855024,198,170,970,6144,0,3,232
348594103,1752.0,31.82075,200,170,1081,6144,0,3,232
349595098,1782.0,31.787708,203,170,969,6144,0,3,232
350596356,1812.0,31.755674,205,170,1065,6144,0,3,232
351597187,1842.0,31.724981,207,170,1114,6144,0,3,232
352598146,1872.0,31.695263,210,170,1114,6144,0,3,232
353599111,1902.0,31.666527,211,170,1100,6144,0,3,232
354600303,1932.0,31.638617,212,170,1004,6144,0,3,232
355601240,1962.0,31.611738,214,170,1008,6144,0,3,232
356602163,1992.0,31.58572,216,170,1003,6144,0,3,232
357603102,2022.0,31.560507,217,170,1065,6144,0,3,232
358604227,2052.0,31.535976,219,170,1061,6144,0,3,232
359605132,2082.0,31.512299,222,170,1131,6144,0,3,232
360606102,2112.0,31.489292,224,170,1355,6144,0,3,232
361607103,2142.0,31.466951,226,170,1056,6144,0,3,232
362608811,2172.0,31.444939,228,170,1102,6144,0,3,232
363611707,2206.1611,31.482399,228,173,808,6144,0,3,232
364613596,2242.1172,31.544504,228,175,1325,6144,0,3,232
365614694,2280.0,31.631954,228,175,1050,6144,0,3,232
366615754,2316.0,31.69127,228,175,1212,6144,0,3,232
368617617,2358.0,31.405695,237,176,4107,6144,0,3,232
369617767,2394.0,31.466019,238,178,791,6144,0,3,232
370619663,2428.0244,31.498432,238,178,626,6144,0,3,232
371620871,2460.0,31.504057,238,178,1120,6144,0,3,232
372621604,2490.0,31.484743,241,178,1438,6144,0,3,232
373623499,2520.0,31.465464,243,178,1334,6144,0,3,232
374623791,2550.0,31.447275,245,178,1390,6144,0,3,232
375624625,2580.0,31.429327,248,178,1317,6144,0,3,232
376625603,2610.0,31.411755,251,178,1673,6144,0,3,232
377626595,2640.0,31.394596,253,178,1493,6144,0,3,232
378628502,2670.0,31.3775,256,178,1601,6144,0,3,232
379628620,2700.0,31.361462,258,178,1599,6144,0,3,232
380629799,2730.0,31.345404,260,178,1604,6144,0,3,232
381630630,2760.0,31.329836,261,178,1451,6144,0,3,232
382631695,2790.0,31.314535,262,178,1533,6144,0,3,232
383632636,2820.0,31.299618,264,178,1417,6144,0,3,232
384633800,2850.0,31.28495,266,178,1525,6144,0,3,232
385634711,2880.0,31.27069,269,178,1463,6144,0,3,232
386635636,2910.0,31.25673,271,178,1509,6144,0,3,232
387636687,2940.0,31.243027,272,178,1893,6144,0,3,232
388637645,2970.0,31.229641,274,178,2324,6144,0,3,232
389638639,3000.0,31.216524,275,178,2095,6144,0,3,232
390639636,3030.0,31.203674,277,178,2190,6144,0,3,232
391640776,3060.0,31.191044,278,178,2323,6144,0,3,232
392642051,3090.0,31.178621,280,178,2251,6144,0,3,232
393642628,3120.0,31.16667,282,178,2317,6144,0,3,232
394644350,3150.0,31.1546,284,178,2371,6144,0,3,232
395644750,3180.0,31.143171,286,178,2315,6144,0,3,232
396646559,3210.0,31.131538,287,178,2327,6144,0,3,232
397646624,3240.0,31.12065,290,178,2378,6144,0,3,232
398647691,3270.0,31.109674,292,178,2323,6144,0,3,232
399648603,3300.0,31.098948,294,178,2298,6144,0,3,232
400649600,3330.0,31.088398,296,178,2414,6144,0,3,232
401650616,3360.0,31.07804,297,178,2305,6144,0,3,232
402651596,3390.0,31.06788,299,178,2350,6144,0,3,232
403652604,3420.0,31.0579,301,178,2417,6144,0,3,232
404654051,3450.0,31.047974,302,178,2428,6144,0,3,232
405654962,3480.0,31.038376,305,178,2358,6144,0,3,232
406655635,3510.0,31.029013,307,178,2595,6144,0,3,232
407656769,3546.0,31.072262,307,180,741,6144,0,3,232
408657031,3576.0,31.062876,309,183,2572,6144,0,3,232
409657363,3606.0,31.053635,311,185,3050,6144,0,3,232
410659616,3642.0,31.09527,314,185,3046,6144,0,3,232
411661114,3678.0,31.136395,314,187,878,6144,0,3,232
412661604,3708.0,31.126726,316,187,3389,6144,0,3,232
413663322,3744.0,31.166851,316,187,303,6144,0,3,232
414663605,3774.0,31.157143,319,187,1562,6144,0,3,232
416665637,3822.0,31.040379,320,187,880,6144,0,3,232
417667000,3852.0,31.031654,320,187,2316,6144,0,3,232
418667847,3882.0,31.023201,322,187,3023,6144,0,3,232
419668993,3912.0,31.014807,324,187,2761,6144,0,3,232
420669717,3942.0,31.006647,326,187,2807,6144,0,3,232
421670678,3972.0,30.998558,329,187,2810,6144,0,3,232
422671601,4002.0,30.990604,331,187,2732,6144,0,3,232
423672597,4032.0,30.982754,333,187,2804,6144,0,3,232
424673686,4062.0,30.975004,335,187,2794,6144,0,3,232
425674642,4092.0,30.967403,338,187,2673,6144,0,3,232
426675605,4122.0,30.95991,340,187,2789,6144,0,3,232
427676606,4152.0,30.952524,342,187,2914,6144,0,3,232
428677643,4182.0,30.945238,343,187,2818,6144,0,3,232
429679156,4212.0,30.937948,345,187,2764,6144,0,3,232
430680048,4242.0,30.930914,348,187,2907,6144,0,3,232
431680791,4272.0,30.924004,349,187,2942,6144,0,3,232
432681785,4302.0,30.917143,351,187,2810,6144,0,3,232
433682600,4332.0,30.910421,353,187,2926,6144,0,3,232
434683669,4362.0,30.903736,355,187,2850,6144,0,3,232
435684603,4392.0,30.897177,357,187,2846,6144,0,3,232
436685604,4422.0,30.890692,360,187,3025,6144,0,3,232
437686615,4452.0,30.884296,362,187,3112,6144,0,3,232
438687684,4482.0,30.877977,364,187,3116,6144,0,3,232
439688617,4512.0,30.871775,366,187,3204,6144,0,3,232
440690582,4542.0,30.865437,370,187,3237,6144,0,3,232
441690636,4572.0,30.859585,372,187,3162,6144,0,3,232
442692276,4602.0,30.853481,374,187,3230,6144,0,3,232
443692772,4632.0,30.847694,377,187,3109,6144,0,3,232
444694344,4662.0,30.841766,379,187,3346,6144,0,3,232
445694856,4692.0,30.836132,380,187,3573,6144,0,3,232
446695597,4722.0,30.830524,382,187,3300,6144,0,3,232
447696640,4752.0,30.824924,384,187,3415,6144,0,3,232
448697609,4782.0,30.819416,386,187,3615,6144,0,3,232
449698614,4812.0,30.81397,388,187,3624,6144,0,3,232
450699657,4842.0,30.808588,391,187,3562,6144,0,3,232
451700604,4872.0,30.803291,393,187,3729,6144,0,3,232
452701596,4902.0,30.798052,394,187,3714,6144,0,3,232
453702632,4932.0,30.79287,396,187,3589,6144,0,3,232
454703765,4962.0,30.787735,397,187,3536,6144,0,3,232
455705066,4992.0,30.78263,399,187,3460,6144,0,3,232
457706641,5046.0,30.736252,404,187,3595,6144,0,3,232
458707775,5076.0,30.731586,406,187,3378,6144,0,3,232
459708787,5106.0,30.726994,408,187,3974,6144,0,3,232
460709599,5148.0,30.79428,411,189,2085,6144,0,3,232
461710718,5184.0,30.82503,413,189,4498,6144,0,3,232
462711724,5220.0,30.855436,413,190,3228,6144,0,3,232
463712713,5250.0,30.85023,414,192,3785,6144,0,3,232
464713599,5286.0,30.880154,414,194,1447,6144,0,3,232
465714765,5316.0,30.874832,415,195,3407,6144,0,3,232
466715600,5346.0,30.86963,417,195,3692,6144,0,3,232
467717451,5376.0,30.864311,419,195,3797,6144,0,3,232
468717689,5406.0,30.859333,421,195,3617,6144,0,3,232
469718768,5436.0,30.854269,422,195,3907,6144,0,3,232
470719651,5466.0,30.849293,423,195,3722,6144,0,3,232
473723662,5526.0,30.667974,427,195,683,6144,0,3,232
474723737,5556.0,30.664274,427,195,2691,6144,0,3,232
475724625,5586.0,30.660477,429,195,3984,6144,0,3,232
476725630,5616.0,30.656706,432,195,4281,6144,0,3,232
477726596,5646.0,30.652977,435,195,4140,6144,0,3,232
478727604,5676.0,30.649284,438,195,4210,6144,0,3,232
479728612,5706.0,30.645632,440,195,4205,6144,0,3,232
480729604,5736.0,30.64202,443,195,4205,6144,0,3,232
481730626,5770.0684,30.66006,444,195,266,6144,0,3,232
482731602,5796.0,30.63491,445,195,3967,6144,0,3,232
483732598,5826.0,30.631413,448,195,4081,6144,0,3,232
484733606,5860.0117,30.64893,450,195,150,6144,0,3,232
485734599,5886.0,30.624523,452,195,4105,6144,0,3,232
486735639,5916.0,30.621126,455,195,4135,6144,0,3,232
487736715,5950.045,30.638588,456,195,1016,6144,0,3,232
488737883,5976.0,30.61441,458,195,5249,6144,0,3,232
489738762,6006.0,30.611143,460,195,5372,6144,0,3,232
490740042,6040.0234,30.628246,462,195,1320,6144,0,3,232
491741536,6066.0,30.604546,464,195,5287,6144,0,3,232
492741833,6096.0,30.601465,467,195,5507,6144,0,3,232
493742635,6130.082,30.618729,469,195,1323,6144,0,3,232
494743607,6156.0,30.595217,472,195,5384,6144,0,3,232
495744606,6186.0,30.592125,474,195,5450,6144,0,3,232
496745814,6220.004,30.60873,476,195,1464,6144,0,3,232
497746603,6246.0,30.586025,478,195,5406,6144,0,3,232
498747615,6276.0,30.58302,480,195,5463,6144,0,3,232
499748690,6306.0,30.580029,482,195,5403,6144,0,3,232
500749834,6340.037,30.596546,484,195,1204,6144,0,3,232
501750701,6371.119,30.598751,485,195,203,6144,0,3,232
502752422,6401.1367,30.59572,487,195,203,6144,0,3,232
503753136,6432.0,30.596891,487,195,4276,6144,0,3,232
504756377,6466.036,30.612703,489,197,1232,6144,0,3,232
505758114,6496.0312,30.60954,491,197,1626,6144,0,3,232
506761935,6528.0,30.615368,491,201,2428,6144,0,3,232
507763595,6563.122,30.636168,493,201,526,6144,0,3,232
508764816,6594.0,30.637117,493,201,2908,6144,0,3,232
509765984,6624.0,30.634005,495,201,4200,6144,0,3,232
510766715,6659.076,30.654352,496,201,456,6144,0,3,232
511767719,6688.0605,30.646559,498,201,1776,6144,0,3,232
512768778,6718.0205,30.643278,501,201,1626,6144,0,3,232
513769787,6749.2275,30.645697,503,201,456,6144,0,3,232
514770812,6779.078,30.641962,506,201,506,6144,0,3,232
515771632,6808.0283,30.634237,508,201,1746,6144,0,3,232
516772602,6839.215,30.636578,510,201,506,6144,0,3,232
517773631,6868.087,30.628569,511,201,1984,6144,0,3,232
518774603,6898.2188,30.62623,513,201,1584,6144,0,3,232
519775602,6929.0537,30.627018,514,201,714,6144,0,3,232
520777535,6958.0225,30.619461,516,201,2137,6144,0,3,232
521777615,6988.927,30.620699,519,201,839,6144,0,3,232
523779617,7036.8867,30.562744,523,201,1003,6144,0,3,232
524781376,7072.168,30.582916,523,201,1413,6144,0,3,232
525781635,7104.0,30.58826,523,203,3369,6144,0,3,232
526783203,7134.0,30.585535,525,203,4373,6144,0,3,232
527783662,7168.7773,30.60337,525,203,731,6144,0,3,232
528785057,7198.8535,30.600946,527,203,781,6144,0,3,232
529785718,7228.631,30.597376,529,203,1145,6144,0,3,232
530786621,7258.9346,30.596022,531,203,1188,6144,0,3,232
531787656,7289.1816,30.594423,532,203,1238,6144,0,3,232
532788615,7320.0,30.595236,534,203,530,6144,0,3,232
533789689,7348.7695,30.587502,537,203,1288,6144,0,3,232
534790600,7380.0,30.59005,540,203,405,6144,0,3,232
535791600,7408.8896,30.582907,542,203,1454,6144,0,3,232
536792625,7438.616,30.579256,544,203,1708,6144,0,3,232
537793603,7470.0,30.582428,546,203,670,6144,0,3,232
538794627,7500.0,30.579926,547,203,346,6144,0,3,232
539795634,7530.0,30.577444,549,203,270,6144,0,3,232
540796644,7560.0,30.574986,551,203,576,6144,0,3,232
541797676,7590.0,30.572542,554,203,531,6144,0,3,232
542798610,7620.0,30.57013,557,203,596,6144,0,3,232
543799689,7650.0,30.567722,560,203,725,6144,0,3,232
544800738,7680.0,30.565332,563,203,733,6144,0,3,232
545801892,7710.0,30.562952,565,203,608,6144,0,3,232
547803637,7752.0,30.487524,570,203,3150,6144,0,3,232
548804638,7786.0703,30.50144,570,203,253,6144,0,3,232
549805750,7816.333,30.500376,570,203,1541,6144,0,3,232
550806602,7848.0,30.50481,572,203,766,6144,0,3,232
551807631,7878.0,30.502733,575,203,703,6144,0,3,232
552808603,7908.0,30.500679,578,203,770,6144,0,3,232
553809628,7938.0,30.498636,579,203,926,6144,0,3,232
554810635,7968.0,30.49661,581,203,703,6144,0,3,232
555811921,7998.0,30.494564,583,203,814,6144,0,3,232
556812636,8028.0,30.492605,584,203,872,6144,0,3,232
557814550,8058.0,30.490519,587,203,747,6144,0,3,232
558814975,8088.0,30.48862,589,203,678,6144,0,3,232
559816017,8118.0,30.486668,591,203,734,6144,0,3,232
560816757,8148.0,30.484762,593,203,632,6144,0,3,232
561817642,8178.0,30.482855,595,203,781,6144,0,3,232
562818653,8208.0,30.480946,597,203,897,6144,0,3,232
563819610,8238.0,30.47906,599,203,568,6144,0,3,232
564820616,8268.0,30.477182,602,203,978,6144,0,3,232
